firms,bm,ep,cashpr,dy,lev,sp,roic,agr,gma,chcsho,lgr,acc,pctacc,cfp,absacc,age,chinv,hire,sgr,pchsale_pchrect,pchgm_pchsale,depr,pchdepr,invest,egr,tang,sin,currat,pchcurrat,quick,pchquick,salecash,salerec,cashdebt,divi,divo,securedind,convind,rd,operprof,ps,chpmia,chatoia,chempia,bm_ia,pchcapx_ia,cfp_ia,mve_ia,herf,mve,chtx,roaq,roeq,rsup,cash,cinvest,nincr,sue,aeavol,ear,ms,dolvol,turn,IPO,maxret,retvol,baspread,std_dolvol,std_turn,ill,zerotrade,beta,betasq,pricedelay,idiovol,chmom,indmom,mom1,mom2,mom3,mom4,mom5,mom6,mom7,mom8,mom9,mom10,mom11,mom12,mom13,mom14,mom15,mom16,mom17,mom18,mom19,mom20,mom21,mom22,mom23,mom24,mom25,mom26,mom27,mom28,mom29,mom30,mom31,mom32,mom33,mom34,mom35,mom36,mom37,mom38,mom39,mom40,mom41,mom42,mom43,mom44,mom45,mom46,mom47,mom48,mom49
30680,0.5834114736,0.1049599512,0.8110597595,0.0146854699,0.5957883406,1.7108625858,0.1474726217,0.1364478476,0.3119928618,0.011457713,0.0689896297,0.0422895787,0.4466132997,0.0580834411,0.0422895787,47.0,0.0710962881,-0.018411968,0.2288463807,-0.026456051,-0.082150491,0.0998692148,0.0157983318,0.0997033609,0.2147341654,0.5815879729,0.0,2.7913343866,-0.060441976,1.8373183147,-0.138114974,13.520497443,6.0870855117,0.2559496212,0.0,0.0,1.0,0.0,0.0,0.6451224618,5.0,-0.030338539,-0.100990619,-0.061502691,-0.203602889,-0.687326903,-0.053751551,-671.3514146,0.0808307708,15.436217415,0.0053773794,0.0346869502,0.0706341131,0.1580034131,0.1073033634,0.0028398581,3.0,0.0039852851,1.8041328792,-0.014519419,4.0,15.796121407,2.1546882202,0.0,0.067454502,0.0230405708,0.0402622956,0.3133774488,5.0772249673,2.794046e-10,6.5429762e-09,1.0351560713,1.0715480919,-0.025434905,0.0470513115,0.3911711169,0.1419614121,-0.0054878048780487,0.0618489583333332,0.0365427391166188,0.1163586584531142,0.0577172503242542,0.2970178926441351,0.6566785170137124,0.5881207400194741,0.63837267704671,0.5796610169491525,0.6326326326326324,0.5630091039770002,0.5773694390715667,0.5990196078431373,0.9009324009324008,1.0464240903387705,1.0658644711842935,0.7864184008762318,0.5873479318734791,0.4647507858105073,0.5271535580524345,0.6875323331608898,0.8768699654775605,1.0816847479259732,0.862935465448315,0.8274509803921566,1.4434456928838948,0.8866396761133604,0.9098360655737704,0.9709969788519636,0.8693409742120344,1.0362047440699125,0.6927867151011935,0.7114375655823715,0.5896686159844053,0.5101851851851851,0.4601611459265891,0.545239223117006,0.3798646362098137,0.5525940028557828,0.5943304007820136,0.3423868312757201,0.3569051580698834,0.5300187617260788,0.6441532258064515,0.6745379876796713,0.7141355754072514,0.7268395976707251,0.7537634408602147
56274,0.4673415998,0.0709772527,57.660611111,0.0274990403,0.7412608957,0.6112251913,0.0821353373,-0.004860115,0.1615853659,-0.014118507,-0.054976904,-0.007609057,-0.130351093,0.0802292152,0.0076090572,46.0,0.0160046382,0.1272727273,0.0117871617,0.0895055632,0.0203748225,0.1386127994,-0.073692969,0.034527439,0.0857911911,0.1392947927,0.0,0.817282681,-0.069013103,0.2928135019,-0.361674333,141.2209596,14.088298274,0.120820274,0.0,0.0,1.0,0.0,0.0,0.4026739122,7.0,-0.066064945,0.0810351939,-10.95282923,0.31460823,-1.241118745,0.0388256291,1941.9183053,0.0426379215,16.59454482,-0.000759698,0.0106057056,0.0275263687,-0.001611347,0.0029725065,-0.10084602,0.0,0.0006038647,0.1736568978,-0.016024111,4.0,16.887409821,2.1274574976,0.0,0.0488371849,0.022997602,0.0237646069,0.4173007849,9.2762559353,7.047124e-11,6.6081395e-09,0.2514452777,0.0632247277,0.3924966741,0.0388985408,0.0937195518,-0.000275696,-0.0110480740519559,-0.0896096756459594,-0.1307086614173229,-0.1070369371798329,-0.1191489361702128,-0.0238726790450929,-0.0427745664739885,-0.0865968008825152,-0.0940919037199126,-0.0561413508121974,-0.0725287034444134,-0.1366006256517206,-0.1156208277703606,-0.0582883139038954,-0.0480022995113539,-0.0095693779904306,0.1288343558282207,0.2409142000749342,0.0060753341433776,-0.0327102803738319,0.1472116383789399,0.2243992606284657,0.0795306388526726,0.1678420310296191,0.1472116383789399,0.248868778280543,0.2372058274187523,0.0760233918128654,0.1939437635183849,0.4172015404364568,0.5304990757855821,0.550561797752809,0.0241187384044525,-0.0696629213483147,-0.0250220783043862,-0.0987755102040817,-0.0977935167529284,-0.0730478589420654,-0.1063140852671344,-0.106555165902347,-0.1019522776572668,-0.0833102684749517,-0.128421052631579,-0.120785771170693,-0.1127779266005893,-0.0304449648711943,-0.0183758150563131,0.0203327171903879,-0.0327102803738319
31668,0.3089871752,0.0968865897,28.651583885,0.0205147223,0.3729258775,1.5705313114,0.1622261285,0.3732129886,1.0806017807,-0.00023955,0.3761257434,0.0625968715,0.3807034221,0.0600015334,0.0625968715,43.0,0.1223118156,0.0646766169,0.8107369129,0.7611916009,0.07429048,0.0544605636,0.0091244547,0.4040183934,0.3697138775,0.5465491778,0.0,1.5334564157,-0.324967757,0.2909860531,-0.613868238,112.93322296,61.13982671,0.3398529219,0.0,0.0,1.0,0.0,0.0,4.9559418909,6.0,0.0861767763,0.5643910822,-0.454854458,-0.215123449,5.3947950765,-0.11786656,-2611.318815,0.1434034542,11.119575422,-0.009268673,0.0200528262,0.0439789605,-0.227496466,0.0089414003,0.0055359356,0.0,-0.028149334,3.5047809508,-0.009039189,6.0,9.7909815832,0.3310384395,0.0,0.056922812,0.0222930804,0.0365153351,0.7348393719,0.4542060768,5.5636956e-07,1.2575628e-07,0.9036245009,0.8165372387,0.1067794182,0.0655727149,0.2442889349,0.2739818885,-0.0824644549763033,-0.2199838839645447,-0.3277777777777778,-0.4555680539932508,-0.432258064516129,-0.3798846893017297,-0.2856088560885609,-0.3697916666666666,-0.3846153846153847,-0.417919422730006,-0.4227787716159809,-0.3681462140992168,-0.2743628185907046,0.0010341261633919,0.1733333333333333,0.936,1.0817204301075267,0.875968992248062,0.6982456140350877,0.5663430420711975,0.5894909688013137,0.4447761194029849,0.5663430420711975,0.6462585034013606,0.4556390977443607,0.3848354792560799,0.3224043715846993,0.0755555555555556,0.2787318361955084,0.2024844720496892,0.2145545796737766,0.1348182883939039,-0.0071794871794872,-0.209795918367347,-0.1545851528384279,-0.1933333333333333,-0.5147869674185463,-0.4837333333333333,-0.5716814159292036,-0.6016460905349794,-0.6151093439363817,-0.4998501617220034,-0.5549425287356322,-0.4891820580474934,-0.3060931899641577,-0.2256,0.0063206919494345,-0.0824644549763033,-0.0692307692307693
47511,0.5843516504,0.0468455016,2.1745976859,0.0456264376,0.124120942,0.6960000311,0.1313771188,-0.003584915,0.3330689994,0.0012732955,-0.105520527,-0.078683773,-1.19212252,0.1026910791,0.0786837733,47.0,-0.005284302,-0.163273453,-0.183478098,-0.06290529,0.0114053403,0.241876869,0.0166166964,-0.007000293,0.021132814,0.4395785042,0.0,4.2244094488,0.070138256,3.2856327742,0.0843396362,4.7609123554,9.4474413449,0.6231981599,0.0,0.0,0.0,0.0,0.0,0.4137954466,6.0,-0.009649043,-0.090475596,-0.115743553,-0.053269239,-0.634129393,-0.254774443,-2220.369053,0.0984150309,13.082730076,0.0026124303,0.0201252296,0.0245837892,0.0273729412,0.2199654383,-0.009461466,2.0,0.0,1.5593363113,0.0143624912,5.0,12.703377044,0.8616011376,0.0,0.0231182948,0.011744187,0.0181926616,0.5772072003,7.6358402825,5.9074371e-09,1.5776575e-08,0.7053317441,0.4974928693,0.0290356644,0.0248803394,0.1021126508,0.2310528787,-0.0182094081942336,-0.0980483271375464,-0.0739503816793893,-0.0636758321273517,-0.0908665105386417,-0.020686175580222,0.0664835164835164,0.0873949579831931,0.1857055589492975,0.2736220472440944,0.1129587155963303,0.0589198036006548,0.1219653179190751,0.0700110253583241,0.0904494382022471,0.0429876410531973,0.0335463258785941,-0.0343283582089553,-0.0695110258868647,-0.1034642032332563,-0.0595930232558139,-0.009188361408882,-0.0395843641761504,-0.0348085529587269,-0.0452533202164288,-0.0540935672514619,0.0480561555075593,-0.0381565906838453,-0.0650289017341041,-0.0844339622641509,-0.0216733870967741,0.0083116883116882,-0.0061443932411674,0.0025826446280992,-0.0508557457212713,-0.1096330275229358,-0.1075862068965517,-0.0461916461916462,0.0635616438356163,0.0843575418994413,-0.0147208121827411,-0.0046153846153845,-0.0246231155778893,-0.064578313253012,-0.0822695035460991,-0.0367245657568237,-0.0122137404580151,0.0162303664921465,0.0083116883116882
60628,0.2875791443,0.0622445591,4.9908951503,0.0081628307,0.6973984636,0.999042427,0.0576958647,0.1256510328,0.2957286808,0.0205717737,0.0609500018,-0.062745499,-0.937488052,0.1205980895,0.0627454994,44.0,0.0001919214,0.1403162055,0.2129823598,0.0142950649,0.0693456076,0.0741762003,-0.024834324,0.0888532303,0.3210166712,0.5304115153,0.0,1.5065885798,-0.048760772,1.4636163982,-0.04246107,11.84690278,6.5675062578,0.1585229818,0.0,0.0,1.0,0.0,0.0,1.1416233944,7.0,0.4151059297,0.3686010544,0.2423924946,0.2609940868,0.3750371257,0.0631784705,77051.838035,0.1434304144,17.909374959,-0.000206058,0.0134336833,0.0460112546,0.0379995671,0.0835242785,-0.001936601,0.0,-0.002371184,3.353907653,-0.103459416,7.0,18.43820725,2.012598806,0.0,0.0624049976,0.0293986086,0.030930891,0.416163962,6.3076194035,4.124017e-11,7.5432076e-09,0.881738899,0.777463486,0.0655435038,0.0417247256,0.2850408233,-0.176662261,-0.0509377013417503,-0.1094090138239203,-0.1560306216448016,-0.0848058971444318,-0.0646036098928457,0.0439685658153241,0.1289623523412935,0.0233803250905169,-0.0728940984330414,0.0239719428064899,0.0563374681933841,0.20856077147016,0.5777316851384611,0.894808158607902,1.0350030637254903,1.095842865031159,1.1910770245752929,0.8820570942834882,0.8369054203539825,0.7570926686665782,0.6600437363323961,0.7404035110703524,0.8251698959146874,0.675115062102011,0.5580249809417697,0.6181862476399294,0.7221285973554576,0.4023539848857813,0.4645829888098782,0.4679005524861879,0.4962549137661252,0.6468728692741583,0.1602183406113537,0.2058182808387036,0.1034096558582025,0.0891166222586596,0.0806117053727579,0.1701312428433012,0.0665141297366731,0.0747977346278316,0.1065345050185331,0.0782435777768759,0.0122294646361831,0.0647191257802006,0.1478872743503294,0.176608653292591,0.1778083163401009,0.2393413564698199,0.277171561793972
37875,0.5085316063,0.0455469958,4.5364981996,0.0124154486,0.9773767767,1.0272340582,0.0538559402,0.0127881088,0.2256545469,0.0129974044,-0.039126005,-0.051814673,-1.679935984,0.122063033,0.0518146728,46.0,-0.003503673,0.0092636207,-0.036841905,-0.064069357,-0.021206428,0.1985400228,-0.114463356,0.0347095416,0.1300563588,0.2558792411,0.0,1.9236265685,0.0092374303,1.3139425652,0.0233706022,27.754481071,5.2293162063,0.096916324,0.0,0.0,1.0,0.0,0.0,0.6643432675,5.0,1.4160989445,0.0023175125,-0.168740938,0.2646796675,6.3519280996,0.208810396,-3030.157311,0.0232852488,15.069761474,0.0035117945,0.0074095479,0.0202325308,0.0381229206,0.016000387,-0.005667765,0.0,-0.000147995,1.592793201,0.0783671793,5.0,15.142836855,1.5264483944,0.0,0.0567833595,0.0233447811,0.0296698922,0.4215156947,4.7134909772,6.227063e-10,9.5997511e-09,1.1770297575,1.3853990501,0.0302333386,0.0332202211,-0.003133719,-0.269539207,0.0456515010832558,0.062254362521616,-0.0224247685185187,0.0112241843759353,0.0740740740740739,0.2051007668985196,0.3277657693063469,0.3024286815728603,0.2912287406841198,0.493259668508287,0.4759720401922234,0.4027402947892877,0.4902955447728272,0.5150224215246635,0.7961190855927698,0.8366403914107092,1.4192624418188324,0.7224063216925822,0.4622376109067299,0.3102579018809384,0.3546511627906974,0.3846311475409836,0.4512457044673537,0.5857779863881716,0.4133026563480442,0.4562499999999998,0.7136697945726602,0.3798243822748621,0.3891858552631577,0.3385499207606972,0.3680907066207732,0.5835481602999764,0.4007048092868985,0.5197930724246511,0.3077220824462936,0.1856466046674854,0.1921312632321805,0.2587555886736212,0.3107662463627545,0.3658783100869212,0.3587371807761914,0.3409406628299265,0.3031822565091608,0.2543159457954334,0.1944493547816863,0.1881484086513098,0.163796073027902,0.3462841203426976,0.3115295031055898
17144,0.2479160876,0.0612512736,8.8077535921,0.0326282535,0.5618792576,0.4745285225,0.1068836217,0.0336030798,0.2288268461,-0.003443752,-0.020481367,-0.020539964,-0.274980768,0.0780941959,0.0205399642,47.0,0.0125844791,0.0,0.0283889122,0.0034298518,0.0126968628,0.1508756963,0.0010514922,0.0297954666,0.1752063039,0.1975698372,0.0,0.6961818578,0.0183832987,0.4759369934,-0.035052237,9.7185288441,9.986777588,0.1356083031,0.0,0.0,1.0,0.0,0.0,0.8218030651,7.0,-0.100857599,0.0749637704,-11.08010196,0.0951827178,-1.459709699,0.0366906098,21843.119905,0.0426379215,17.523746397,-6.0776e-05,0.019691036,0.0662062848,0.0050185159,0.02197809,-0.173106367,1.0,0.001902785,0.8183834947,0.0263376036,7.0,17.619039783,1.3466935232,0.0,0.0331620276,0.0176897864,0.0225156002,0.2997424733,2.4619381106,4.408484e-11,1.1864821e-08,0.0443438487,0.000558342,1.0559861072,0.026108828,0.1576443668,-0.000275696,-0.0178389398572884,-0.0512063023141309,-0.0803372573973909,-0.0501150180742687,-0.0572407045009784,0.050899836393383,-0.0049913941480206,-0.0168367346938774,-0.0494902992436697,-0.0221583220568334,-0.0627431906614786,-0.0960125097732603,-0.0862968231389283,-0.062287104622871,-0.0829631979695431,-0.0347303389547503,0.0955088118249005,0.1797959183673469,0.107047108387591,0.0793502613890964,0.0842085521380344,0.1366496264254817,0.0488026124818579,0.0745353159851303,0.088495575221239,0.1007235338918506,0.1692961165048545,0.1231785506120071,0.1171014492753623,0.2266072565245067,0.300855085508551,0.4845916795069338,0.36634365398251,0.3198630136986302,0.3469245107176142,0.2564659856552924,0.2551020408163265,0.3061455038409399,0.3669898321116103,0.3216735253772291,0.2829560585885486,0.1436201780415431,-0.011625918960506,-0.0249620509360768,0.022100424328147,0.1134437596302002,0.1168856259659969,0.0854299662035298,0.0386273805246137
41452,0.2342270427,0.0479938392,75.528164894,0.0,0.1935547653,0.3966568547,0.1306054721,0.1888797789,0.4906299389,-0.031277288,0.3799463727,-0.028871919,-0.236900758,0.059363616,0.0288719195,43.0,0.1081257224,0.0721212121,0.2292138135,0.1109859952,0.0351946731,0.2230936665,-0.017479009,0.1248264731,0.0668179936,0.2992145008,0.0,1.5806629457,-0.215506579,0.7974180832,-0.366410413,46.515935284,5.3930271938,0.3302540167,0.0,0.0,0.0,0.0,1.0,0.7932054371,7.0,0.1994525378,0.1104714281,0.0345395352,-0.169235255,4.5051024426,0.0416496378,-11075.68359,0.0642905452,15.35473884,0.0015835761,0.0218539137,0.0426884711,-0.009647439,0.0132403397,0.0343062874,0.0,0.0018813496,0.8715974129,0.0319721811,7.0,15.548286942,1.3727036322,0.0,0.0341207832,0.0177791366,0.029202198,0.2741209444,1.6315035497,5.930939e-10,1.4705062e-08,0.8989998734,0.8082007725,0.2199157276,0.0395504739,-0.194913019,-0.103764354,0.0707283226643986,0.0485270910047344,0.1364025085518814,0.1324747345071382,0.1354315009968669,0.1032749077490773,-0.0207164790174002,0.0765110941086457,0.1841674744211359,0.2615505663739152,0.2359962794543197,0.1565128538578062,0.270597609561753,0.268508697496818,0.3148087071240106,0.455989773557341,0.6606956883982504,0.4531590854702865,0.2652208410473418,0.3303855236879429,0.4817866435385951,0.597155555365622,0.5171254598503108,0.5581396363845768,0.6130968438090099,0.8316103836434643,0.7902103135992813,0.6610416666666667,1.0626940324249745,1.1335295691731333,1.061271975180972,0.8233726043125937,0.67230650912396,0.92708669029971,0.8272728668657652,1.0108448928121057,1.0880838061981666,1.4295581513458608,1.66358574610245,1.6830061693774536,1.749310344827586,1.6561910049972235,1.567793880837359,1.4825116761805917,1.6755033557046977,1.5747039827771796,1.4684210526315788,1.6488372093023256,1.3740942928039703
20415,1.656536492,0.1365617084,-2.624722457,0.0311426767,7.6680246821,1.2253172043,0.0587737407,0.0739607904,0.0690035757,-0.143644306,0.0962855742,-0.025360244,-1.677816777,0.3656872337,0.0253602443,46.0,0.0239589187,0.0302083333,0.3688741723,0.3558003228,-0.111929907,0.1799869372,-0.550930795,0.0352008039,-0.018352548,0.6566707114,0.0,3.8141435257,-0.142142943,2.3265739879,-0.139181528,0.4698843077,0.5135980438,0.0225073686,0.0,0.0,1.0,0.0,0.0,0.2478580499,4.0,1.9301134886,0.0600575727,-0.17681261,3.5351486662,-0.591572289,0.7804614377,-5216.236246,0.0642007103,15.886659263,0.0007396958,0.0070595943,0.0401375456,0.0347182024,0.3117611456,0.0074881239,1.0,0.0213744589,0.5646487303,0.0109586869,3.0,16.100729825,1.7292234678,0.0,0.0547944978,0.031357461,0.0361679578,0.501013687,7.1590379483,4.002275e-10,8.9918538e-09,1.336968344,1.787484353,0.0393395264,0.0342102681,-0.351496394,0.1290276743,0.1135884302500753,0.0807017543859649,0.1503267973856208,0.1368809597047062,0.2279069767441859,0.2727272727272727,0.5828693790149893,0.5024390243902439,0.6260448746150462,0.8944131214761659,1.0533333333333332,1.1071835803876855,1.2814814814814817,1.3768488745980707,1.5228668941979522,1.693877551020408,1.703730797366496,0.8751902587519025,0.7079482439926064,0.7295273748245203,0.7684210526315791,0.9796464916979108,1.0086956521739134,0.982832618025751,0.7327707454289734,0.921996879875195,1.091680814940577,0.7967914438502675,0.9670037253858436,0.8233843117908239,0.7760691975012015,1.1290322580645165,0.691533180778032,0.7214718211457849,0.6830601092896174,0.5917312661498708,0.5241237113402062,0.6253298153034301,0.6892138939670933,0.5374376039933446,0.6260448746150462,0.5406419341392248,0.365349094939047,0.3952434881087203,0.4047890535917904,0.4608695652173913,0.4637623762376237,0.560810810810811,0.4199001152516326
52090,0.1573430714,0.0299529333,39.471390463,0.0135657853,0.326608805,0.2244786801,0.0820531745,0.1667229616,0.2368342324,0.00413845,0.1801923133,-0.026180529,-0.393229864,0.0417313212,0.026180529,46.0,0.0206130466,0.0483870968,0.0474810188,-0.003423734,0.022822963,0.1319086852,-0.14867064,0.0542747127,0.1399163812,0.1645774254,0.0,0.6839323814,-0.04950076,0.3449860496,-0.007692997,13.223087819,10.598486282,0.1197069432,0.0,0.0,1.0,0.0,0.0,0.6731606759,5.0,-0.104167322,0.0552388391,-11.03171486,0.0046097016,-1.314555518,0.0003277351,8595.5789053,0.0426379215,17.031355882,-0.001417956,0.0165801491,0.0491064204,0.0051632685,0.0242618981,-0.00506081,2.0,0.000811218,0.9930820873,-0.030568612,6.0,17.153853802,1.3274799581,0.0,0.038670212,0.0190616478,0.026716774,0.4291865971,2.5638306345,8.199836e-11,1.39415e-08,0.2890529307,0.0835515967,0.2107486655,0.0283853838,0.3256789964,-0.000275696,0.0251871213021266,-0.0229846014492751,-0.0311026274421737,-0.0450420540061973,-0.032189322566173,0.0238490745135264,-0.0362966272057181,-0.0973849372384936,-0.5385067921702855,-0.5219655155927934,-0.5554353655108003,-0.5815227934044616,-0.5572601106854853,-0.5190346134552143,-0.5073646951358757,-0.4498214741137465,-0.3889243404203427,-0.4097407483411998,-0.4718124502662667,-0.491604312731986,-0.490162481536189,-0.4630032982761839,-0.4479206653870761,-0.4701909498372935,-0.4557209193718252,-0.4433262011048449,-0.4470007335939971,-0.4395661492498538,-0.4271393480714333,-0.3654213854978673,-0.3020867033322548,-0.3802787000661664,-0.4247333333333333,-0.4007638888888888,-0.3450474383301707,-0.30901665598975,-0.2658669389144121,-0.2566973899560685,-0.1456435643564355,-0.1813869651835687,-0.1889275307829683,-0.1918898670162951,-0.2066746345499677,-0.1532724953390245,-0.1555098845175181,-0.1330252185270771,-0.1592946219797349,-0.0929254704089139,-0.0945435466946483
53613,0.5327129888,0.0710680087,3.5614849994,0.0013580647,0.1808651114,0.3359391199,0.1384817588,0.0963336935,0.3163120832,0.0053908356,0.0159378831,-0.117429595,-1.127282034,0.1511816981,0.1174295947,38.0,-0.019906334,0.075,0.2925122463,-0.065105341,0.1081642097,0.1840421751,0.0446128125,0.0554789672,0.1266027285,0.5598819691,0.0,3.0988480697,0.1444952376,2.400373599,0.2887586041,3.2091972663,5.2165317266,0.815933509,1.0,0.0,1.0,0.0,0.0,0.4290183609,8.0,-0.854410082,0.0767524183,-0.649892405,0.3896279011,-2.321605107,0.2696464905,63627.768236,0.0740556467,18.281156481,0.001751183,0.0486209177,0.0643649873,0.0268945305,0.14669748,0.0567525015,2.0,0.0014925373,0.6746053609,-0.032379663,4.0,19.586004427,4.3727634708,0.0,0.0897277743,0.0456141338,0.0543181232,0.3044728314,9.6074879289,1.778498e-11,3.293745e-09,1.1803512012,1.3932289581,-0.005200074,0.0448006448,0.2927249679,-0.103764354,-0.0500128899200824,-0.1327371146152035,-0.1240789160922272,-0.1437202277216218,-0.164493821562181,-0.1947995192832951,-0.0583876325539797,-0.0196860867251928,0.149945389296302,0.4640444974175606,0.569420783645656,0.6194243023511317,0.4723803815802618,0.4305124223602483,0.5383009810060533,0.5389434119858008,0.7522586780789349,0.40220700152207,0.3882087022038047,0.370397917441428,0.5512523679225427,0.5499474237644586,0.719953325554259,0.6280097194610117,0.6417910447761195,0.9098211972013476,1.2600429316160686,0.7522586780789349,0.7832083232518754,0.8028375733855186,0.9283097854526428,1.322722975102427,0.9113070539419086,0.9538706256627784,0.6294494804333408,0.4032749428789033,0.3960977457851866,0.4054157131960336,0.2797360652891127,0.6028708133971294,0.4135021097046414,0.5099364884245032,0.6857273559011896,0.7923151750972763,0.7386175984902099,0.6632814263146016,0.8738876175947117,1.3052862058179544,1.6209103840682788
54114,0.3011072283,0.0613484713,3.0474788419,0.0118373134,0.4023623308,0.8736575193,0.1656756073,0.003895029,0.5101514193,0.0040140833,-0.16552738,-0.077360416,-0.919699596,0.1177706355,0.077360416,47.0,0.0079206959,0.0,-0.008646344,-0.116917021,0.0662823593,0.160915298,0.062040967,0.0416281221,0.3213063764,0.4699268636,0.0,1.7801517572,-0.00365075,1.3536341853,-0.034703491,6.1002227171,11.149253731,0.2085904319,0.0,0.0,0.0,0.0,0.0,1.6079315708,6.0,0.1712989914,0.1546761215,0.0278592782,-0.398379416,-0.692757655,0.0431020824,1052.4878576,0.1460543126,14.778537363,-0.016378906,-0.029826859,-0.072387006,0.051142761,0.0545006165,0.6140232077,0.0,-0.001665477,1.1985013289,-0.069229286,6.0,14.82353589,1.3993200779,0.0,0.0534373671,0.03112645,0.0437336066,0.360540256,2.8384133384,1.5971557e-09,1.2825672e-08,1.640735869,2.692014192,0.0892374125,0.0595411509,0.0037902621,-0.217206392,-0.0259559675550404,-0.1084005091217649,-0.1207112970711296,0.0127710843373494,0.0213851761846901,0.0958154086820493,0.2271532846715329,0.2434911242603552,0.1792929292929292,0.379389563505087,0.3935676392572944,0.7637431808644568,0.7938540332906532,0.7801778907242696,0.8258036490008689,0.8646850044365573,0.8932432432432433,0.2275116822429905,0.0874514877102199,0.0091236494597839,-0.1203432398493092,-0.0961290322580644,-0.0880885224560642,-0.0059129612109745,-0.0730039700044111,-0.0597315436241611,0.184277261200338,0.0826893353941267,0.1947129050596929,0.1458560523446019,0.2278702892199826,0.3894214876033057,0.2412876550502067,0.2755690440060696,0.0945312500000001,0.0973890339425589,0.1104359313077938,0.2398230088495576,0.2833587786259541,0.369055374592834,0.3154929577464789,0.1707520891364904,0.0377777777777779,0.049438202247191,0.1756643356643357,0.250892857142857,0.1707520891364904,0.2490341753343239,0.2481069042316259
57665,0.0592893232,0.0265959077,14.094529534,0.0078575652,0.1159733898,0.2068322923,0.2952110122,0.2041350265,0.6617637675,0.0128369705,0.0724009104,-0.026924524,-0.162388685,0.0309147822,0.0269245245,41.0,-0.014851915,-0.027851459,0.1907600995,-0.432739355,0.0320320241,0.0928027941,0.0249495827,-0.003094889,0.5849782744,0.654617859,0.0,2.7176969196,0.0952228683,2.0091999173,0.2619768076,3.3049866429,9.9793860632,0.2681723995,0.0,0.0,0.0,0.0,0.0,2.5381750466,7.0,0.0168881016,-0.015723826,-0.016210897,-0.393540471,-1.822133957,-0.084789165,205239.71606,0.281925686,18.961476601,0.0010523784,0.0496555379,0.1467846793,0.0063424278,0.3611836379,-0.002849176,3.0,0.0003035086,2.2682327755,-0.033398512,5.0,18.875492787,1.177051084,0.0,0.0484924689,0.0275902595,0.0302960329,0.337994999,2.7731971754,2.083366e-11,1.2073237e-08,0.8890695335,0.7904446353,0.0725761286,0.033929749,-0.166559267,-0.051053537,-0.0165362077808014,0.066347332102574,0.2072402017264984,0.2421958226511837,0.2396719843479571,0.222288247514468,0.2331762107942212,0.1644872411111897,0.2230141796585005,0.3719188041305796,0.3122511550103553,0.4723389936544822,0.6877370146501385,0.6801632840387559,0.6711301481030636,0.8896537049782061,0.9910564418660868,0.8431417543074515,0.7106958463136035,0.6260982134044024,0.7621137020002142,0.8396427694025685,0.7540461030664396,0.9495859171597634,0.9149135185400444,0.9623586658725432,1.1355977443609024,0.8756690196971424,0.9562998456240356,0.9216144873439872,1.011968856863703,1.2220125438359863,1.1930246272630458,1.195362606609808,0.9445232530689333,1.004136374695864,1.1419842673254457,1.067520205823293,1.294429108635098,1.4088318467612226,1.479530553883203,1.4577056541846938,1.414834506009968,1.6337331734612317,1.7265807679576302,1.995817603200582,2.177242237222758,2.1194851353910247,1.7898392887383578
35107,0.4801535124,0.0183385221,1.027044928,0.0287969898,0.09738278,0.1634502022,0.1128592719,-0.048164577,0.0834817738,-0.006628003,-0.084354555,-0.046645074,-1.506163328,0.0459593316,0.0466450739,47.0,-0.009454276,-0.220588235,-0.228913254,0.0724139775,-0.061733232,0.0541609758,-0.420505621,0.0055650635,-0.040472913,0.8316305103,0.0,16.557112473,-0.007102371,15.95733767,0.0009043626,0.3970757324,6.062622822,0.219895288,0.0,0.0,0.0,0.0,0.0,0.1012246338,4.0,0.1098270121,0.0074333042,-0.258169912,0.0766912149,0.0436667191,0.0282453534,-16083.78452,0.0642905452,12.494917431,0.0021854872,0.0122174488,0.0147845924,0.0146648626,0.6944294013,-0.022491128,0.0,0.0029242434,-0.249816278,0.0067289984,6.0,12.75887616,0.9585003422,0.0,0.0277170036,0.0154667763,0.0214467635,0.4163636221,1.7182503378,1.4906466e-08,2.4111106e-08,0.8495907981,0.7218045243,0.1314701957,0.0365995804,-0.080993832,-0.103764354,-0.0214765100671141,-0.0214765100671141,-0.0544747081712062,0.0808005930318753,0.1028744326777608,0.0496760259179265,0.0978915662650603,0.0872483221476509,0.1453260015710917,0.3767705382436261,0.3351648351648351,0.3146979260595131,0.3525046382189241,0.3087971274685817,0.2019785655399835,0.0954169797145003,0.1571428571428572,0.0481667864845434,-0.0575307045895281,-0.1038721573448063,-0.1060698957694664,-0.1418481459682165,-0.1697038724373575,-0.1372781065088756,-0.1984606926882903,-0.1264230077890953,-0.0240963855421686,-0.1136778115501518,-0.0713375796178343,-0.1615871190339275,-0.359964881474978,-0.1931377974543442,-0.1813587871982032,-0.17440543601359,-0.2519240636223704,-0.3180542563143124,-0.3405698778833107,-0.3712807244501941,-0.2946298984034834,-0.1438637698179683,-0.1342042755344418,-0.1433607520564042,-0.2032786885245902,-0.2580152671755724,-0.2366492146596859,-0.2277542372881356,-0.2118918918918918,-0.197136563876652,-0.2240553485896753
